,Tweet,Date,Time
682,All this bullshit about optics about bad optics after the Trump Bible charade is just that BULLSHIT\n\nTrump stood by\xe2\x80\xa6 https://t.co/GQ0oxUWVLO',2021-03-03,19:52:41
683,3/ I used to wonder if the piece of shit worried that they\xe2\x80\x99d explode or sell their soul if they said or wrote the w\xe2\x80\xa6 https://t.co/OjG6AoP2Zf',2021-03-03,19:52:16
684,https://t.co/WW7YAyE3ew remember the Black Lives Matter ......what about this poor lad NO footballers on one knee for him @piersmorgan',2021-03-03,19:52:14
685,1/ All lives matter the piece of shit will say in defiance when they hear someone say black lives matter. The piece\xe2\x80\xa6 https://t.co/o4Uw89WStE',2021-03-03,19:52:13
686,"RT @Nathan__1: So \xe2\x81\xa6@JoeBiden\xe2\x81\xa9 who fabricated he was a fighter for civil rights, who said he would fight for Black Lives Matter, who only ch\xe2\x80\xa6'",2021-03-03,19:52:08
687,RT @BellRibeiroAddy: The pandemic has lit the torchpaper on decades of structural racism &amp; health inequalities.\n\nThe Government has de-prio\xe2\x80\xa6',2021-03-03,19:51:50
688,"RT @RubleKB: NEW chilling info coming out now in the Michigan court hearing for Wolverine Watchmen, FBI agent says the group deployed an ar\xe2\x80\xa6'",2021-03-03,19:51:17
689,RT @being_steve: To paraphrase HawleyMO at today\xe2\x80\x99s hearing: \xe2\x80\x9cisn\xe2\x80\x99t it true that the Black Lives Matter protesters are actually the cause of\xe2\x80\xa6',2021-03-03,19:51:03
690,"RT @dungeekin: Where's the neutrality here, @BristolUni? \n\nhttps://t.co/wJWtPybZeA\n\n#Antisemitism #hateoffcampus https://t.co/x3d2yQJSEM""",2021-03-03,19:51:01
691,RT @being_steve: Hawley: \xe2\x80\x9cit was the fault of Black Lives Matter anarchists\xe2\x80\x9d\n\nCruz: \xe2\x80\x9cit was the fault of Mayor Bowser\xe2\x80\x9d\n\nPaul: \xe2\x80\x9care you sure\xe2\x80\xa6',2021-03-03,19:50:41
692,we are all in this thing together....#life\nwhere you\xe2\x80\x99re from\ncolor of your skin\nwho you know\nhow much you own\nhow a\xe2\x80\xa6 https://t.co/tfqRZzHDX2',2021-03-03,19:50:25
693,RT @jazzmelanin: Do nonblack people know that Black Lives Matter started in 2013 and not last year?',2021-03-03,19:50:23
694,"BLACK AND BROWN LIVES MATTER, WOMEN LIVES AND SUFFERAGE INCLUDED... https://t.co/LUGbXZoVTp'",2021-03-03,19:50:23
695,"@Likeshesays As soon as the conversation turns to black lives matter or reparations, Tim Scott terms on the conserv\xe2\x80\xa6 https://t.co/gqq7K4n4R1'",2021-03-03,19:50:23
696,@roverschick @KellyHu07255405 @Zokko18 @Lamplighter48 @jeremycorbyn \xe2\x80\x9cBlack lives matter\xe2\x80\x9d \xf0\x9f\x99\x84',2021-03-03,19:50:20
697,New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/rnVPgMm6ZW',2021-03-03,19:50:18
698,"RT @APLRedPhoenix: The power of the people is in the streets, not the ballot box. \nhttps://t.co/6xzCkPOoFv'",2021-03-03,19:50:11
699,"@KenDilanianNBC i'm sure they don't have a fucking laser microscope on all black lives matter and like socialist ri\xe2\x80\xa6 https://t.co/ZTrf2IuBaK""",2021-03-03,19:50:09
700,Illegal Immigrants Test Positive for Covid But Are Sent On Their Way Into the Interior of the Country\n\xe2\x80\x94Ace\nThey see\xe2\x80\xa6 https://t.co/ECTwDsaJOe',2021-03-03,19:49:42
701,Killings by Police Declined after Black Lives Matter Protests - Scientific American https://t.co/b3AMasBkJi',2021-03-03,19:49:16
702,RT @_CharlesPreston: It was all Black Lives Matter in the summer. Everyone woke and reading The New Jim Crow. https://t.co/jdJM7ZOr73',2021-03-03,19:48:52
703,Riding thru Minneapolis it be kinda crazy to see all these ppl wit Black Lives Matter and gay pride signs in they y\xe2\x80\xa6 https://t.co/qfVqFjmKea',2021-03-03,19:48:44
704,RT @vermontgmg: One reminder: The main reason that the Pentagon was wary of intervening on 1/6 was because it had *already* been abused by\xe2\x80\xa6',2021-03-03,19:47:46
705,BLACK LIVES STILL MATTER',2021-03-03,19:47:19
706,"@DARollins C'Mon! In Mass \xe2\x80\x94 Black &amp; Brown folks can no longer assume every Democrat lawmaker values the lives of PO\xe2\x80\xa6 https://t.co/iFeI6wTrN5""",2021-03-03,19:46:53
707,"RT @TheNWHN: Trader Joe's has lauded itself as easy, healthy, and progressive, displaying #BlackLivesMatter signs outside its stores. But h\xe2\x80\xa6""",2021-03-03,19:46:53
708,Black Lives Matter will end Fox News. What\xe2\x80\x99s wrong with that? Hope it comes true! https://t.co/BTJx3Hld5s',2021-03-03,19:46:34
709,Black lives matter? Fuck \xe2\x9d\x8c EVERY LIFE MATTER.',2021-03-03,19:46:19
710,#IStandWithLadyMAGA\nDelta Airlines FIRES Lady MAGA after they supported Black Lives Matter. https://t.co/HWLw6xRwUX via @YouTube',2021-03-03,19:46:10
711,Why are you tweeting #sendinthetroops? Have you considered Black Lives Matter  \nhttps://t.co/7sydBrA82Y https://t.co/VJ68GqceE3',2021-03-03,19:45:50
712,RT @blankjrandrew: What good does protesting do? In cities w/ BLM protests:\n- Police killings down 17% over 5 years (300 fewer deaths)\n- Mo\xe2\x80\xa6',2021-03-03,19:45:46
713,Black Lives Matter SUMMER 2020 $2 BILLION \xe2\x80\xbc\xef\xb8\x8f And $40M is ridiculous - some windows broken and litter strewn. https://t.co/ktQcgRhOLd',2021-03-03,19:45:39
714,RT @common: BLACK. LIVES. MATTER.',2021-03-03,19:45:19
715,"RT @2tweetaboutit: A review of statues, place names, and other memorials inspired by Black Lives Matter in Edinburgh, Scotland, has figures\xe2\x80\xa6'",2021-03-03,19:45:15
716,@Noway7791 @kylegriffin1 Perhaps he was wearing a Black Lives Matter shirt.  Probably  not though as the White Supr\xe2\x80\xa6 https://t.co/TyqFnLCJpu',2021-03-03,19:45:12
717,RT @npeeksxo: Black Lives Matter Movement has caused more racism',2021-03-03,19:45:09
718,"RT @sjjphd: \xe2\x80\x9cBut what do protests even accomplish???\xe2\x80\x9d \n\nWell saving actual lives, for one.\n\nhttps://t.co/632p3J9LmO'",2021-03-03,19:45:03
719,"Trader Joe's has lauded itself as easy, healthy, and progressive, displaying #BlackLivesMatter signs outside its st\xe2\x80\xa6 https://t.co/0uUSXkYdMK""",2021-03-03,19:45:03
720,RT @_CharlesPreston: It was all Black Lives Matter in the summer. Everyone woke and reading The New Jim Crow.',2021-03-03,19:45:02
721,Where is a Black Lives Matter when it comes to enslaved African girls?\nhttps://t.co/CkXG9Mp73b',2021-03-03,19:45:02
722,Killings by Police Declined after Black Lives Matter Protests https://t.co/g690AqiBHY via @sciam #BLM',2021-03-03,19:44:54
723,RT @_arhanden: Where is a Black Lives Matter when it comes to enslaved African girls? https://t.co/KuCYKPVBoO',2021-03-03,19:44:42
724,RT @GameBanana: Black Lives Matter Costume Pack for #DragonBallFighterZ by Shoyoumomo https://t.co/SbbjX6TWh4 #SkinMods #DBFZ https://t.co/\xe2\x80\xa6',2021-03-03,19:44:37
725,"RT @Sikantoo: The same ones who mean actual harm to those in Texas because ""it\'s a red state"" the same ones who stop thinking black lives m\xe2\x80\xa6'",2021-03-03,19:44:35
726,@PrivSolaris666 Black Lives Matter is not a joke',2021-03-03,19:44:20
727,RT @katzenclavier: @KenDilanianNBC That seems to be directly contradicted by their surveillance of social media relating to Black Lives Mat\xe2\x80\xa6',2021-03-03,19:44:17
728,RT @HoffmanMichaelA: Mr Hoffman: How can you claim white supremacists control the Black Lives Matter movement?\n\nExhibit A: \nWoke journalist\xe2\x80\xa6',2021-03-03,19:44:14
729,RT @FromtheRibb: Black Lives Matter till it come to that check huh ?',2021-03-03,19:44:01
730,"@taesoothe When ARMYS Matches BTS's $1 Million Black Lives Matter Donation Within 24 Hours\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\x9c https://t.co/0WgMBc1clF""",2021-03-03,19:43:54
731,"Fusion centers across USA been known to be an equal opportunity surveiller, of individuals/groups in broad  social/\xe2\x80\xa6 https://t.co/HOx6g7OZK4'",2021-03-03,19:43:32
732,@DonaldJTrumpJr republicans tryin cancelin LGBT folks blue lives dont matter white supremacists we luv u  Black fol\xe2\x80\xa6 https://t.co/1SoPHf5kxJ',2021-03-03,19:43:23
733,"@DdogVtae @myeongism @planet_eros Biphobia is real, and I don't follow people I disagree with. \n\nI still have no id\xe2\x80\xa6 https://t.co/kbvUeSlSyG""",2021-03-03,19:43:08
734,"RT @PuestoLoco: @RepAndyBiggsAZ Biggs' LIE\nFACT: \xe2\x80\x9cBLM protests were overwhelmingly peaceful\xe2\x80\x9d- Radcliffe/Harvard study\nSince 2017, in 7,300\xe2\x80\xa6""",2021-03-03,19:43:08
735,"@EgorPutilov ""black lives matter""'",2021-03-03,19:42:52
736,RT @socofthesacred: Wow. New paper: finds local areas with Black Lives Matter protests saw up to a 20% reduction in police homicides over t\xe2\x80\xa6',2021-03-03,19:42:39
737,"RT @ItsYPG: Good morning y\xe2\x80\x99all, just a friendly reminder, BLACK LIVES STILL MATTER \xf0\x9f\x92\x81\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xe2\x9c\xa8'",2021-03-03,19:42:33
738,RT @PBrit6: Black Lives Matter lol our judges are so gullible and useless . a white drunk guy urintes on a plaque at Westminster and goes t\xe2\x80\xa6',2021-03-03,19:42:17
739,Only Black Lives Matter absolute shocking https://t.co/r7zmXmeR6P',2021-03-03,19:42:16
740,RT @Arualalejandra2: I feel like Dolly lowkey loves making her target demographic upset and I love that for her kahdushs my girl said black\xe2\x80\xa6',2021-03-03,19:42:07
741,black people who are part of the blue lives matter movement are so weird',2021-03-03,19:41:53
742,RT @CharlieDof93: BLACK LIVES MATTER \xf0\x9f\x99\x8f\xf0\x9f\x98\xab https://t.co/nlByfEPptA',2021-03-03,19:41:46
743,RT @Sifill_LDF: Killings by Police Declined after Black Lives Matter Protests - Scientific American https://t.co/28D0ciXMjn',2021-03-03,19:41:28
744,@KenDilanianNBC oh for real?\n\nhttps://t.co/KB0Xi6K7nt',2021-03-03,19:41:20
745,"RT @srl: GA activists are ramping up pressure on corporate donors to lawmakers behind new voting restrictions. ""Despite organizing Black Hi\xe2\x80\xa6'",2021-03-03,19:41:15
746,"RT @SocialistMMA: @MMFlint Liberals be like, ""Black Lives Matter unless they live in a red state""'",2021-03-03,19:41:10
